Id,Site Id,Longitude,Latitude,Report Date / Time,Air Temperature,Wet Bulb,Dew Point,Concrete Temp.,Grass Temp.,Min. Temp. (last 24hr),Max. Temp. (last 24hr),Soil Temp. (at 10cm),Soil Temp. (at 30cm),Soil Temp. (at 100cm),Mean Sea-Level Pressure,Pressure (At Station),Relative Humidity,Rainfall Rate,Rainfall Accumulation,Wind Speed,Wind Direction,Wind Gust,Wind Gust Direction,Snow Depth,Soil Moisture,Present Weather,Visibility,Total Cloud Cover,Sunshine,Ground State,Day of Thunder,Day of Gales,Day of Hail,Day of Snow,Weather Diary,Travel Disruption,Hazards causing Travel Disruption,Property or Infrastructure Damage,Hazards causing Property or Infrastructure Damage,Personal Health and Safety,Hazards causing Personal Health and Safety,Utility Disruption,Hazards causing Utility Disruption,Service or Business Disruption,Hazards causing Service or Business Disruption,Agriculture Habitat Damage,Hazards causing Agriculture Habitat Damage,Disruption to Camping Events Leisure Activities,Hazards causing Disruption to Camping Events Leisure Activities,v1_Coastal,v1_Flood,v1_Ice,v1_Landslide,v1_Lightning,v1_PoorVisibility,v1_Snow,v1_Wildfire,v1_Wind,v1_Other
20191017wnmwtr8o1ee6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,17/10/2019 03:50,32.3,,21,,,23.2,34.4,,,,1010.9,,51,0,0,15,22.5,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191017f6ibyo8ouce6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,17/10/2019 04:50,33,,20.6,,,23.2,34.4,,,,1010.2,,48,0,0,14,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191017ozed1e9owce6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,17/10/2019 05:50,32.6,,19.4,,,23.2,34.4,,,,1009.9,,45,0,0,14,22.5,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910174xi4148oice6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,17/10/2019 06:50,33.6,,16.8,,,23.2,34.4,,,,1009.8,,36,0,0,12,22.5,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191017fyesmkzosoe6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,17/10/2019 07:50,33.4,,12.2,,,23.2,34.4,,,,1010,,27,0,0,12,67.5,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191017igd6bo9ozoe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,17/10/2019 08:50,32.7,,14.2,,,32.7,34.4,,,,1010.2,,32,0,0,10,22.5,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910177kw4ip9oaoe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,17/10/2019 09:50,30.5,,18,,,30.4,34.4,,,,1010.9,,47,0,0,5,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191017mcgnfw9o3we6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,17/10/2019 10:50,29.3,,18.2,,,29.3,34.4,,,,1011.3,,51,0,0,6,22.5,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191017ii1gp9zo4we6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,17/10/2019 11:50,28.5,,21,,,28.5,34.4,,,,1011.8,,64,0,0,6,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191017d6u4q48o5ae6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,17/10/2019 12:50,28.4,,23.3,,,28.3,34.4,,,,1012.2,,74,0,0,7,315,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191017qf1g9czohae6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,17/10/2019 13:50,27.7,,23.6,,,27.7,34.4,,,,1012.2,,78,0,0,4,315,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191017hbipnbzo7ae6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,17/10/2019 14:50,27.2,,23.2,,,27.2,34.4,,,,1011.7,,79,0,0,4,337.5,6,337.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191017gik1gnzo6he6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,17/10/2019 15:50,26.7,,23.5,,,26.7,34.4,,,,1011.4,,82,0,0,3,337.5,7,337.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191017wz3w5p8o9he6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,17/10/2019 16:50,25.1,,22.4,,,25.1,34.4,,,,1011.2,,85,0,0,3,90,7,337.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191017d4ek8r8tbye6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,17/10/2019 17:50,24.4,,21.8,,,24.2,34.4,,,,1011,,85,0,0,2,67.5,7,337.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191017pmfjuixtnye6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,17/10/2019 18:50,24,,21.7,,,23.7,34.4,,,,1011.2,,87,0,0,3,90,7,337.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191017abnc9wztdye6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,17/10/2019 19:50,23.7,,22.2,,,23.5,34.4,,,,1011.6,,91,0,0,3,67.5,7,337.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191017jb9pfjztrre6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,17/10/2019 20:50,24,,21.9,,,23.5,24,,,,1012.7,,88,0,0,3,112.5,7,337.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191017wj567yxtfre6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,17/10/2019 21:50,25.7,,22.1,,,23.5,25.9,,,,1013.5,,80,0,0,7,90,9,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191017dhtdwp8tgee6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,17/10/2019 22:50,27.2,,22,,,23.5,27.5,,,,1014,,73,0,0,8,90,12,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191017e1eh1czt8ee6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,17/10/2019 23:50,28.9,,21.1,,,23.5,29.2,,,,1014,,62,0,0,6,45,13,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿20191018z959fpxteee6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,18/10/2019 00:50,30.6,,20.3,,,23.5,30.8,,,,1013.5,,54,0,0,7,22.5,13,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191018y4hg51ztjce6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,18/10/2019 01:50,33.1,,17.1,,,23.5,33.4,,,,1012.5,,38,0,0,4,22.5,13,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191018x88feg8tkce6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,18/10/2019 02:50,34.2,,17.8,,,23.5,35.3,,,,1011.4,,37,0,0,13,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910183cgd1rztmce6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,18/10/2019 03:50,33.5,,20.3,,,23.5,35.3,,,,1010.3,,46,0,0,12,337.5,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191018ji1szoztcoe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,18/10/2019 04:50,34.2,,17.2,,,23.5,35.3,,,,1009.7,,36,0,0,12,315,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191018tzbfno8tpoe6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,18/10/2019 05:50,36.1,,11.4,,,23.5,36.4,,,,1009.4,,22,0,0,17,22.5,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191018b9cruq8tqwe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,18/10/2019 06:50,34,,16.7,,,23.5,36.4,,,,1009.2,,35,0,0,13,22.5,22,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191018kgt6ytxtxwe6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,18/10/2019 07:50,32.9,,16.9,,,23.5,36.4,,,,1009.3,,38,0,0,14,22.5,22,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191018aot7ey8towe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,18/10/2019 08:50,31.8,,17.4,,,31.8,36.4,,,,1009.8,,42,0,0,10,22.5,22,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191018nuktk19ttae6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,18/10/2019 09:50,29.8,,23.3,,,29.5,36.4,,,,1010.9,,68,0,0,11,315,22,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191018tcwhsbzt1ae6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,18/10/2019 10:50,28.3,,23.7,,,28.3,36.4,,,,1012.3,,76,0,0,9,270,22,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910185bbwfi8tuae6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,18/10/2019 11:50,28.1,,23.7,,,28,36.4,,,,1013.1,,77,0,0,7,270,22,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191018j8w71dxtwhe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,18/10/2019 12:50,27.9,,23.5,,,27.9,36.4,,,,1014.2,,77,0,0,8,225,22,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191018zb965hxtihe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,18/10/2019 13:50,27.7,,23.6,,,27.7,36.4,,,,1014.3,,78,0,0,5,247.5,22,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191018fgs6wgztzye6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,18/10/2019 14:50,27.5,,23.7,,,27.5,36.4,,,,1013.9,,80,0,0,3,247.5,5,247.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191018ctyr5rztaye6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,18/10/2019 15:50,27.4,,23.6,,,27.3,36.4,,,,1013.4,,80,0,0,3,225,5,247.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910184xbcqq8t3ye6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,18/10/2019 16:50,26.2,,23.4,,,26.2,36.4,,,,1013.1,,84,0,0,1,180,5,247.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191018ronf58zt4re6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,18/10/2019 17:50,25.8,,23.5,,,25.7,36.4,,,,1012.9,,87,0,0,5,90,7,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191018igpn7o9t5re6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,18/10/2019 18:50,25.6,,22,,,25.6,36.4,,,,1012.8,,80,0,0,3,67.5,7,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910186adm359thre6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,18/10/2019 19:50,24.8,,21.6,,,24.8,36.4,,,,1013,,82,0,0,5,67.5,7,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191018csgt3jxt7ee6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,18/10/2019 20:50,24.7,,21.5,,,24.6,24.7,,,,1013.3,,82,0,0,4,67.5,7,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191018i95qq68t6ee6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,18/10/2019 21:50,26.3,,21.5,,,24.6,26.3,,,,1013.7,,75,0,0,4,90,7,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910188qmb3u9t9ce6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,18/10/2019 22:50,28.9,,20.1,,,24.6,28.9,,,,1014.6,,59,0,0,5,112.5,8,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191018pzjxe481yce6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,18/10/2019 23:50,30.4,,18.6,,,24.6,30.6,,,,1014.8,,49,0,0,6,67.5,11,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿2019101953n5mm91bce6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,19/10/2019 00:50,32,,18.6,,,24.6,32.2,,,,1014.3,,45,0,0,3,45,12,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191019gfizqy91noe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,19/10/2019 01:50,34.1,,17.3,,,24.6,35,,,,1013.5,,36,0,0,5,112.5,12,112.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191019woepin91doe6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,19/10/2019 02:50,34.7,,20.6,,,24.6,35.9,,,,1012.6,,43,0,0,7,315,19,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910196skoofx1roe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,19/10/2019 03:50,33.9,,20.8,,,24.6,35.9,,,,1011.7,,46,0,0,9,337.5,19,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191019ciy67181fwe6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,19/10/2019 04:50,33.5,,19,,,24.6,35.9,,,,1011,,42,0,0,9,315,19,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191019zfed9d91gwe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,19/10/2019 05:50,35.2,,14.3,,,24.6,35.9,,,,1010.2,,28,0,0,12,337.5,19,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191019fgke91818ae6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,19/10/2019 06:50,34.6,,17.4,,,24.6,36,,,,1009.7,,36,0,0,16,22.5,20,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191019xxnt4px1eae6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,19/10/2019 07:50,33.2,,19.6,,,24.6,36,,,,1009.8,,44,0,0,11,337.5,20,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191019neiw5881jhe6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,19/10/2019 08:50,31.6,,21.9,,,31.5,36,,,,1010.4,,56,0,0,5,315,20,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019101989syk5x1khe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,19/10/2019 09:50,31.2,,20.9,,,30.9,36,,,,1011.3,,54,0,0,7,292.5,20,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191019apwxr891mhe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,19/10/2019 10:50,29.4,,23.6,,,29.4,36,,,,1012.3,,71,0,0,9,270,20,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191019dg6was81pye6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,19/10/2019 11:50,29,,23.6,,,29,36,,,,1013.3,,72,0,0,9,270,20,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191019qc6yfb81qye6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,19/10/2019 12:50,28.8,,23.9,,,28.8,36,,,,1013.7,,75,0,0,10,292.5,20,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191019azi5adz1xye6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,19/10/2019 13:50,28.7,,22.7,,,28.7,36,,,,1013.7,,70,0,0,6,315,20,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191019g9t7hhx1ore6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,19/10/2019 14:50,28.4,,22.3,,,28.4,36,,,,1013.7,,69,0,0,6,315,8,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191019tkm4a4x1tre6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,19/10/2019 15:50,28,,23,,,28,36,,,,1013.3,,74,0,0,4,315,8,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191019nfxrm8x11ee6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,19/10/2019 16:50,27.6,,23.2,,,27.6,36,,,,1012.5,,77,0,0,3,337.5,8,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191019me671881uee6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,19/10/2019 17:50,27.1,,22.2,,,27,36,,,,1011.5,,74,0,0,3,315,8,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910193xxthh81wee6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,19/10/2019 18:50,25.4,,22.3,,,25.4,36,,,,1011.7,,83,0,0,0,0,8,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191019nd9ikzz1ice6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,19/10/2019 19:50,24.5,,22.1,,,24.5,36,,,,1012.3,,86,0,0,0,0,8,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191019okdkhd91sce6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,19/10/2019 20:50,24.1,,21.8,,,24.1,24.2,,,,1012.9,,87,0,0,0,0,8,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019101959j79q81zce6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,19/10/2019 21:50,27,,22.2,,,24,27,,,,1013.8,,75,0,0,1,67.5,8,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191019k5oum8x1aoe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,19/10/2019 22:50,28.9,,23.1,,,24,29.1,,,,1014.2,,71,0,0,6,45,8,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191019iwkdmq813oe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,19/10/2019 23:50,31,,21.7,,,24,31,,,,1013.9,,57,0,0,3,0,9,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿20191020bncirfx14we6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,20/10/2019 00:50,32.1,,22.1,,,24,32.3,,,,1013.4,,55,0,0,6,292.5,10,247.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191020mufrtnx15we6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,20/10/2019 01:50,32.7,,22,,,24,33.6,,,,1012.9,,53,0,0,9,292.5,13,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910204fpoizz1hwe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,20/10/2019 02:50,34.1,,21.6,,,24,34.6,,,,1011.7,,48,0,0,11,315,13,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191020gnqebbx17ae6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,20/10/2019 03:50,34.1,,22.1,,,24,35.2,,,,1010.7,,49,0,0,13,315,16,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
